,PassengerId,Survived,Check,final
0,892,0,0.13619540631771088,0
1,893,1,0.46850085258483887,0
2,894,0,0.12919390201568604,0
3,895,0,0.13599321246147156,0
4,896,1,0.6599271893501282,1
5,897,0,0.13585855066776276,0
6,898,1,0.6780177354812622,1
7,899,0,0.2344110608100891,0
8,900,1,0.6780177354812622,1
9,901,0,0.0465749129652977,0
10,902,0,0.13552244007587433,0
11,903,0,0.22961294651031494,0
12,904,1,0.8378472924232483,1
13,905,0,0.12346061319112778,0
14,906,1,0.8378472924232483,1
15,907,1,0.6229948401451111,1
16,908,0,0.12829378247261047,0
17,909,0,0.13505303859710693,0
18,910,1,0.47445183992385864,0
19,911,1,0.6780177354812622,1
20,912,0,0.21361950039863586,0
21,913,0,0.19026727974414825,0
22,914,1,0.8378472924232483,1
23,915,0,0.3123299777507782,0
24,916,1,0.8378472924232483,1
25,917,0,0.14086054265499115,0
26,918,1,0.8378472924232483,1
27,919,0,0.134384885430336,0
28,920,0,0.23581284284591675,0
29,921,0,0.04783855751156807,0
30,922,0,0.12606839835643768,0
31,923,0,0.042163047939538956,0
32,924,1,0.6780177354812622,1
33,925,1,0.6780177354812622,1
34,926,0,0.2232275754213333,0
35,927,0,0.13385236263275146,0
36,928,1,0.6780177354812622,1
37,929,1,0.6780177354812622,1
38,930,0,0.13365314900875092,0
39,931,0,0.13358673453330994,0
40,932,0,0.1885949969291687,0
41,933,0,0.24063140153884888,0
42,934,0,0.13338781893253326,0
43,935,1,0.8271730542182922,1
44,936,1,0.8378472924232483,1
45,937,0,0.13318918645381927,0
46,938,0,0.24250255525112152,0
47,939,0,0.1330568641424179,0
48,940,1,0.8378472924232483,1
49,941,1,0.6169134378433228,1
50,942,0,0.23458032310009003,0
51,943,0,0.12606681883335114,0
52,944,1,0.5570830702781677,1
53,945,1,0.7881968021392822,1
54,946,0,0.1258774995803833,0
55,947,0,0.010496309958398342,0
56,948,0,0.13246291875839233,0
57,949,0,0.1323971003293991,0
58,950,0,0.14656482636928558,0
59,951,1,0.8378472924232483,1
60,952,0,0.13219968974590302,0
61,953,0,0.12543664872646332,0
62,954,0,0.1320682018995285,0
63,955,1,0.6780177354812622,1
64,956,0,0.3148786723613739,0
65,957,1,0.835245668888092,1
66,958,1,0.6780177354812622,1
67,959,0,0.2504688799381256,0
68,960,0,0.2508524954319,0
69,961,1,0.8378472924232483,1
70,962,1,0.6780177354812622,1
71,963,0,0.13147801160812378,0
72,964,1,0.6780177354812622,1
73,965,0,0.2527766227722168,0
74,966,1,0.8378472924232483,1
75,967,0,0.2535490393638611,0
76,968,0,0.13115109503269196,0
77,969,1,0.7430070638656616,1
78,970,0,0.12437160313129425,0
79,971,1,0.6780177354812622,1
80,972,0,0.2796947956085205,0
81,973,0,0.2576943337917328,0
82,974,0,0.25626471638679504,0
83,975,0,0.13069453835487366,0
84,976,0,0.1239975318312645,0
85,977,0,0.15137316286563873,0
86,978,1,0.6780177354812622,1
87,979,1,0.6780177354812622,1
88,980,1,0.6780177354812622,1
89,981,0,0.25571247935295105,0
90,982,1,0.4997164011001587,0
91,983,0,0.130174458026886,0
92,984,1,0.8378472924232483,1
93,985,0,0.13004471361637115,0
94,986,0,0.26096415519714355,0
95,987,0,0.1299150586128235,0
96,988,1,0.8378472924232483,1
97,989,0,0.12978553771972656,0
98,990,1,0.6780177354812622,1
99,991,0,0.1296561062335968,0
100,992,1,0.8378472924232483,1
101,993,0,0.1374734491109848,0
102,994,0,0.12946215271949768,0
103,995,0,0.12939758598804474,0
104,996,1,0.6780177354812622,1
105,997,0,0.12926848232746124,0
106,998,0,0.12920400500297546,0
107,999,0,0.1291395127773285,0
108,1000,0,0.1290750801563263,0
109,1001,0,0.1224493607878685,0
110,1002,0,0.12238775193691254,0
111,1003,1,0.6780177354812622,1
112,1004,1,0.8378472924232483,1
113,1005,1,0.6780177354812622,1
114,1006,1,0.8378472924232483,1
115,1007,0,0.15686696767807007,0
116,1008,0,0.12856043875217438,0
117,1009,1,0.6780177354812622,1
118,1010,0,0.27052876353263855,0
119,1011,1,0.7151283025741577,1
120,1012,1,0.8378472924232483,1
121,1013,0,0.15798501670360565,0
122,1014,1,0.8378472924232483,1
123,1015,0,0.1281116008758545,0
124,1016,0,0.12804760038852692,0
125,1017,1,0.6681962609291077,1
126,1018,0,0.12791967391967773,0
127,1019,1,0.24277661740779877,0
128,1020,0,0.1212838888168335,0
129,1021,0,0.1277279406785965,0
130,1022,0,0.12766408920288086,0
